Season,League,Trans,YrAdj,FirstName,LastName,Pos,Team,GP,G,A,PTS,GC,WCe ,PIM,PlusMinus,Shots,PPG,PPA,SHG,SHA,ENG,SOShot,SOG,AGP,AG,AA,APTS,AGC,TmGP,TmG,TmA,ExpPts,ExpGC,PAX,GCAX
2010,NCAA-I,0.6,1.21,Aleca,Hughes,F,Yale,29,10,3,13,6.1,7.8,12,,,1,,1,,1,,,27,12,4,16,7.3,506,51,71,8,3,5,3.1
2011,NCAA-I,0.6,1.12,Aleca,Hughes,F,Yale,29,4,11,15,5.3,9,14,,,1,,0,,0,,,27,4,12,17,5.9,457,31,52,5.5,2.2,9.5,3.1
2012,NCAA-I,0.6,1.19,Alice,Hughes,D,Connecticut,35,0,2,2,0.6,1.2,16,,,0,,0,,0,,,27,0,2,2,0.7,566,58,93,6.6,2.5,-4.6,-1.9
2013,NCAA-I,0.6,1.31,Alice,Hughes,D,Connecticut,35,0,3,3,1,1.8,16,,,0,,0,,0,,,27,0,4,4,1.3,630,62,97,6.1,2.4,-3.1,-1.5
2014,NCAA-I,0.6,1.3,Alice,Hughes,D,Connecticut,29,0,2,2,0.7,1.2,12,,,0,,0,,0,,,27,0,3,3,0.9,666,80,120,6,2.4,-4,-1.8
2015,NCAA-I,0.6,1.28,Alice,Hughes,D,Connecticut,1,0,0,0,0,0,2,,,0,,0,,0,,,27,0,0,0,0,666,82,123,0.2,0.1,-0.2,-0.1
2003,NCAA-I,0.6,1.13,Casey,Hughes,D,St Lawrence,37,1,1,2,0.8,1.2,,,,0,,0,,0,,,27,1,1,2,0.9,701,143,218,13.3,5.3,-11.3,-4.4
2004,NCAA-I,0.6,1.09,Casey,Hughes,D,St Lawrence,41,2,0,2,1,1.2,,,,0,,0,,0,,,27,2,0,2,1.1,668,133,202,14.5,5.7,-12.5,-4.7
2005,NCAA-I,0.6,1.19,Casey,Hughes,D,St Lawrence,38,6,3,9,4,5.4,,,,2,,0,,1,,,27,7,4,11,4.7,662,148,225,14.8,5.8,-5.8,-1.8
2006,NCAA-I,0.6,1.13,Casey,Hughes,D,St Lawrence,40,0,6,6,2,3.6,,,,0,,0,,0,,,27,0,7,7,2.3,713,166,250,16.3,6.6,-10.3,-4.6
2007,NCAA-I,0.6,1.2,Hayley,Hughes,F,Cornell,30,4,8,12,4.4,7.2,14,,,0,,0,,0,,,27,5,10,14,5.3,468,81,136,16.8,6.3,-4.8,-1.9
2008,NCAA-I,0.6,1.15,Hayley,Hughes,F,Cornell,16,2,1,3,1.3,1.8,12,,,0,,0,,1,,,27,2,1,3,1.5,516,92,154,9.3,3.5,-6.3,-2.2
2009,NCAA-I,0.6,1.24,Hayley,Hughes,F,Cornell,31,6,3,9,4,5.4,2,,,1,,0,,0,,,27,7,4,11,4.9,546,103,157,18.1,7,-9.1,-3
2010,NCAA-I,0.6,1.21,Hayley,Hughes,F,Cornell,34,17,18,35,13.7,21,4,,,4,,0,,0,,,27,21,22,42,16.6,559,157,271,30.5,10.9,4.5,2.8
2009,NCAA-I,0.6,1.24,Heather,Hughes,F,Quinnipiac,36,14,11,25,10.8,15,26,,,6,,0,,1,,,27,17,14,31,13.4,645,79,114,11.9,4.6,13.1,6.2
2016,NCAA-I,0.6,1.3,Kat,Hughes,F,Harvard,29,5,10,15,5.6,9,12,,,2,,0,,1,,,27,7,13,20,7.3,450,51,83,9.8,3.8,5.2,1.8
2013,NCAA-I,0.6,1.31,Heidi,HuhtamSki,D,Rensselaer,29,3,12,15,5.3,9,6,,,1,,0,,0,,,27,4,16,20,6.9,588,68,108,5.6,2.2,9.4,3
2014,NCAA-I,0.6,1.3,Heidi,HuhtamSki,D,Rensselaer,2,0,0,0,0,0,2,,,0,,0,,0,,,27,0,0,0,0,590,63,98,0.4,0.1,-0.4,-0.1
2016,NCAA-I,0.6,1.3,Theresa,Hulse,F/D,Sacred Heart,2,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,522,113,140,1.2,0.5,-1.2,-0.5
2003,NCAA-I,0.6,1.13,Trina,Hulshof,D,Quinnipiac,33,4,9,13,5.4,7.8,,,,1,,0,,0,,,27,5,10,15,6.1,575,84,111,7.4,3.2,5.6,2.2
2004,NCAA-I,0.6,1.09,Trina,Hulshof,D,Quinnipiac,17,0,2,2,0.7,1.2,,,,0,,0,,0,,,27,0,2,2,0.8,442,53,77,3.4,1.4,-1.4,-0.7
2002,NCAA-I,0.6,1.01,Natalie,Hummel,F,Boston College,32,1,4,5,1.8,3,,,,0,,0,,0,,,27,1,4,5,1.8,576,70,106,12.1,4.9,-7.1,-3
2003,NCAA-I,0.6,1.13,Natalie,Hummel,F,Boston College,2,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,526,51,71,0.6,0.2,-0.6,-0.2
2014,NCAA-I,0.6,1.3,Victoria,Hummel,F,Maine,27,2,2,4,1.7,2.4,8,,,0,,0,,0,,,27,3,3,5,2.2,594,54,80,7.4,3,-3.4,-1.3
2015,NCAA-I,0.6,1.28,Victoria,Hummel,F,Maine,29,3,4,7,2.9,4.2,4,,,0,,0,,0,,,27,4,5,9,3.7,598,61,85,8.5,3.5,-1.5,-0.6
2016,NCAA-I,0.6,1.3,Victoria,Hummel,F,Maine,25,0,2,2,0.7,1.2,12,,,0,,0,,0,,,27,0,3,3,0.9,574,66,97,8.8,3.6,-6.8,-2.9
2011,NCAA-I,0.6,1.12,Brittany,Huneke,D,Maine,34,3,5,8,3.3,4.8,12,,,3,,0,,0,,,27,3,6,9,3.7,586,95,132,9,3.8,-1,-0.5
2012,NCAA-I,0.6,1.19,Brittany,Huneke,D,Maine,33,3,4,7,2.9,4.2,10,,,0,,0,,0,,,27,4,5,8,3.5,580,66,94,6.2,2.5,0.8,0.4
2013,NCAA-I,0.6,1.31,Brittany,Huneke,D,Maine,30,2,5,7,2.8,4.2,12,,,1,,0,,0,,,27,3,7,9,3.7,575,62,85,5.1,2.2,1.9,0.6
2014,NCAA-I,0.6,1.3,Brittany,Huneke,D,Maine,33,0,9,9,3,5.4,10,,,0,,0,,0,,,27,0,12,12,4,594,54,80,4.9,2.1,4.1,0.9
2010,NCAA-I,0.6,1.21,Maggie,Hunt,D,New Hampshire,30,2,2,4,1.7,2.4,22,,,0,,0,,0,,,27,2,2,5,2,570,58,85,5.2,2.1,-1.2,-0.4
2011,NCAA-I,0.6,1.12,Maggie,Hunt,D,New Hampshire,21,4,5,9,3.6,5.4,22,,,4,,0,,0,,,27,4,6,10,4.1,581,74,113,4.5,1.8,4.5,1.9
2015,NCAA-I,0.6,1.28,Melissa,Hunt,D,Bemidji State,36,1,1,2,0.8,1.2,4,,,0,,0,,0,,,27,1,1,3,1,648,77,123,7.8,3,-5.8,-2.2
2016,NCAA-I,0.6,1.3,Melissa,Hunt,D,Bemidji State,35,2,4,6,2.2,3.6,18,,,1,,0,,0,,,27,3,5,8,2.9,630,67,111,6.7,2.6,-0.7,-0.3
2005,NCAA-I,0.6,1.19,Sam,Hunt,F,Colgate,34,16,16,32,13.2,19.2,,,,4,,3,,0,,,27,19,19,38,15.7,526,79,121,13.9,5.2,18.1,8
2006,NCAA-I,0.6,1.13,Sam,Hunt,F,Colgate,34,20,19,39,15.4,23.4,,,,7,,2,,0,,,27,23,22,44,17.4,600,86,152,14.3,4.8,24.7,10.6
2007,NCAA-I,0.6,1.2,Sam,Hunt,F,Colgate,32,22,14,36,15.7,21.6,48,,,6,,3,,1,,,27,26,17,43,18.9,612,83,123,11.3,4,24.7,11.7
2008,NCAA-I,0.6,1.15,Sam,Hunt,F,Colgate,36,14,20,34,13.3,20.4,56,,,7,,1,,0,,,27,16,23,39,15.3,648,103,163,16.4,6.3,17.6,7
2006,NCAA-I,0.6,1.13,Andrea,Hunter,F,Brown,29,9,20,29,11.6,17.4,,,,0,,1,,0,,,27,10,23,33,13.1,517,69,97,9.8,4.3,19.2,7.3
2007,NCAA-I,0.6,1.2,Andrea,Hunter,F,Brown,29,5,9,14,5.4,8.4,6,,,1,,0,,0,,,27,6,11,17,6.5,522,52,81,8.4,3.3,5.6,2.1
2008,NCAA-I,0.6,1.15,Andrea,Hunter,F,Brown,29,5,9,14,5.6,8.4,14,,,3,,0,,0,,,27,6,10,16,6.4,522,40,59,6,2.5,8,3.1
2001,NCAA-I,0.6,1.01,Meghan,Hunter,F,Wisconsin,32,23,22,45,18.7,27,,,,11,,0,,1,,,27,23,22,45,18.8,582,110,168,16.3,6.1,28.7,12.6
2002,NCAA-I,0.6,1.01,Meghan,Hunter,F,Wisconsin,33,7,19,26,9.2,15.6,,,,3,,0,,0,,,27,7,19,26,9.3,630,110,182,17.6,6.8,8.4,2.4
2003,NCAA-I,0.6,1.13,Meghan,Hunter,F,Wisconsin,32,12,16,28,11.5,16.8,,,,2,,1,,0,,,27,14,18,32,13,610,122,176,17.9,7.3,10.1,4.2
2003,NCAA-I,0.6,1.13,Leslie,Hurlburt,F,Connecticut,32,9,2,11,5.3,6.6,,,,2,,0,,0,,,27,10,2,12,5.9,611,59,76,8.2,3.3,2.8,2
2004,NCAA-I,0.6,1.09,Leslie,Hurlburt,F,Connecticut,36,4,7,11,4.6,6.6,,,,2,,0,,0,,,27,4,8,12,5.1,642,95,126,15,6.5,-4,-1.8
2005,NCAA-I,0.6,1.19,Leslie,Hurlburt,F,Connecticut,34,6,11,17,6.7,10.2,,,,0,,0,,0,,,27,7,13,20,8,496,63,94,12.4,5,4.6,1.7
2006,NCAA-I,0.6,1.13,Leslie,Hurlburt,F,Connecticut,35,6,4,10,4.4,6,,,,1,,2,,0,,,27,7,5,11,4.9,630,82,121,13.6,5.4,-3.6,-1
2003,NCAA-I,0.6,1.13,Christine,Hurlock,C,Clarkson,28,2,4,6,2.5,3.6,,,,1,,0,,0,,,27,2,5,7,2.8,516,86,116,13.5,5.8,-7.5,-3.3
2006,NCAA-I,0.6,1.13,Evelina,Husar,D,Quinnipiac,34,0,4,4,1.2,2.4,,,,0,,0,,0,,,27,0,5,5,1.4,604,81,130,8.2,3.2,-4.2,-2
2007,NCAA-I,0.6,1.2,Evelina,Husar,D,Quinnipiac,33,0,1,1,0.4,0.6,14,,,0,,0,,0,,,27,0,1,1,0.5,565,56,72,5.3,2.3,-4.3,-1.9
2008,NCAA-I,0.6,1.15,Evelina,Husar,D,Quinnipiac,34,2,1,3,1.4,1.8,10,,,1,,0,,0,,,27,2,1,3,1.6,582,44,62,4.3,1.7,-1.3,-0.4
2009,NCAA-I,0.6,1.24,Evelina,Husar,D,Quinnipiac,37,2,4,6,2.4,3.6,4,,,0,,0,,0,,,27,2,5,7,3,645,79,114,7.6,3.1,-1.6,-0.7
2002,NCAA-I,0.6,1.01,Grace,Hutchins,F,Wisconsin,34,1,6,7,2.3,4.2,,,,0,,0,,0,,,27,1,6,7,2.3,630,110,182,19.5,7.5,-12.5,-5.1
2003,NCAA-I,0.6,1.13,Grace,Hutchins,F,Wisconsin,31,1,1,2,0.8,1.2,,,,0,,0,,0,,,27,1,1,2,1,610,122,176,19,7.8,-17,-6.9
2004,NCAA-I,0.6,1.09,Grace,Hutchins,F,Wisconsin,38,9,10,19,8,11.4,,,,1,,1,,1,,,27,10,11,21,8.7,682,170,243,27.9,11.4,-8.9,-3.4
2005,NCAA-I,0.6,1.19,Grace,Hutchins,F,Wisconsin,41,5,8,13,5,7.8,,,,2,,0,,0,,,27,6,10,15,5.9,732,155,251,28,10.7,-15,-5.7
2015,NCAA-I,0.6,1.28,Cailey,Hutchinson,F,Maine,31,0,1,1,0.4,0.6,14,,,0,,0,,0,,,27,0,1,1,0.5,598,61,85,9.5,4,-8.5,-3.6
2016,NCAA-I,0.6,1.3,Cailey,Hutchinson,F,Maine,26,0,1,1,0.3,0.6,10,,,0,,0,,0,,,27,0,1,1,0.4,574,66,97,9.2,3.8,-8.2,-3.4
2013,NCAA-I,0.6,1.31,Madison,Hutchinson,D,Bemidji State,34,0,10,10,3.6,6,10,,,0,,0,,0,,,27,0,13,13,4.6,632,64,90,5.5,2.4,4.5,1.1
2014,NCAA-I,0.6,1.3,Madison,Hutchinson,D,Bemidji State,39,2,12,14,4.8,8.4,20,,,1,,0,,0,,,27,3,16,18,6.2,702,86,136,8.2,3.3,5.8,1.5
2015,NCAA-I,0.6,1.28,Madison,Hutchinson,D,Bemidji State,36,3,10,13,4.6,7.8,8,,,1,,0,,0,,,27,4,13,17,5.9,648,77,123,7.3,2.9,5.7,1.7
2016,NCAA-I,0.6,1.3,Madison,Hutchinson,D,Bemidji State,35,5,12,17,6.1,10.2,18,,,2,,0,,0,,,27,7,16,22,8,630,67,111,6.3,2.4,10.7,3.7
2013,NCAA-I,0.6,1.31,Lindsey,Hylwa,F,Rensselaer,26,1,1,2,0.8,1.2,0,,,0,,0,,0,,,27,1,1,3,1.1,588,68,108,9.7,3.7,-7.7,-2.9
2014,NCAA-I,0.6,1.3,Lindsey,Hylwa,F,Rensselaer,32,0,0,0,0,0,10,,,0,,0,,0,,,27,0,0,0,0,590,63,98,11.1,4.3,-11.1,-4.3
2015,NCAA-I,0.6,1.28,Lindsey,Hylwa,F,Rensselaer,33,1,0,1,0.5,0.6,10,,,0,,0,,0,,,27,1,0,1,0.6,600,62,93,10.8,4.3,-9.8,-3.8
2016,NCAA-I,0.6,1.3,Lindsey,Hylwa,F,Rensselaer,33,1,1,2,0.8,1.2,24,,,0,,0,,0,,,27,1,1,3,1.1,637,62,98,10.4,4,-8.4,-3.2
2014,NCAA-I,0.6,1.3,Julianna,Iafallo,F,Ohio State,36,1,3,4,1.4,2.4,2,,,0,,0,,0,,,27,1,4,5,1.8,648,82,138,15.2,5.7,-11.2,-4.3
2015,NCAA-I,0.6,1.28,Julianna,Iafallo,F,Ohio State,36,2,12,14,4.6,8.4,2,,,2,,0,,0,,,27,3,15,18,5.9,585,80,134,15.7,6.1,-1.7,-1.6
2016,NCAA-I,0.6,1.3,Julianna,Iafallo,F,Ohio State,37,7,12,19,7.7,11.4,6,,,0,,0,,1,,,27,9,16,25,10.1,621,69,98,11.3,4.7,7.7,3
2008,NCAA-I,0.6,1.15,Chelsea,Illchuk,F,Quinnipiac,34,5,1,6,2.9,3.6,8,,,1,,0,,0,,,27,6,1,7,3.3,582,44,62,7.4,2.9,-1.4,0
2009,NCAA-I,0.6,1.24,Chelsea,Illchuk,F,Quinnipiac,37,3,3,6,2.5,3.6,0,,,1,,0,,0,,,27,4,4,7,3.2,645,79,114,13.7,5.6,-7.7,-3
2010,NCAA-I,0.6,1.21,Chelsea,Illchuk,F,Quinnipiac,37,2,4,6,2.4,3.6,10,,,0,,0,,0,,,27,2,5,7,2.9,666,105,150,17.6,7.3,-11.6,-4.9
2011,NCAA-I,0.6,1.12,Chelsea,Illchuk,F,Quinnipiac,37,2,3,5,2,3,4,,,0,,0,,0,,,27,2,3,6,2.3,665,92,136,15.8,6.4,-10.8,-4.3
2012,NCAA-I,0.6,1.19,Molly,Illikainen,F,Providence,35,12,18,30,11.4,18,22,,,4,,0,,0,,,27,14,21,36,13.6,647,114,191,18.9,7,11.1,4.4
2013,NCAA-I,0.6,1.31,Molly,Illikainen,F,Providence,35,6,12,18,6.6,10.8,40,,,0,,1,,0,,,27,8,16,24,8.6,625,77,130,13.5,5.1,4.5,1.5
2014,NCAA-I,0.6,1.3,Molly,Illikainen,F,St Cloud state,37,10,9,19,8.3,11.4,43,,,2,,2,,0,,,27,13,12,25,10.8,655,45,61,6.3,2.5,12.7,5.8
2015,NCAA-I,0.6,1.28,Molly,Illikainen,F,St Cloud state,33,17,15,32,13.1,19.2,16,,,3,,2,,0,,,27,22,19,41,16.8,626,63,102,8.9,3.1,23.1,10.1
2011,NCAA-I,0.6,1.12,Morgan,Illikainen,D,Dartmouth,27,0,5,5,1.9,3,8,,,0,,0,,0,,,27,0,6,6,2.1,515,91,122,7.7,3.4,-2.7,-1.5
2012,NCAA-I,0.6,1.19,Morgan,Illikainen,D,Dartmouth,25,3,5,8,3.2,4.8,22,,,1,,0,,0,,,27,4,6,10,3.8,556,84,126,6.3,2.5,1.7,0.6
2013,NCAA-I,0.6,1.31,Morgan,Illikainen,D,Dartmouth,30,0,5,5,1.6,3,36,,,0,,0,,0,,,27,0,7,7,2.2,463,50,76,5.6,2.3,-0.6,-0.7
2014,NCAA-I,0.6,1.3,Morgan,Illikainen,D,Dartmouth,30,4,7,11,4.3,6.6,28,,,3,,0,,0,,,27,5,9,14,5.7,536,81,121,7.6,3,3.4,1.3
2010,NCAA-I,0.6,1.21,Thea,Imbrogno,F,Robert Morris,34,12,17,29,11.4,17.4,10,,,4,,0,,1,,,27,14,21,35,13.7,572,70,111,11.5,4.4,17.5,7
2011,NCAA-I,0.6,1.12,Thea,Imbrogno,F,Robert Morris,31,16,20,36,15,21.6,6,,,8,,0,,1,,,27,18,22,40,16.9,574,100,142,14.1,5.8,21.9,9.3
2012,NCAA-I,0.6,1.19,Thea,Imbrogno,F,Robert Morris,33,11,12,23,9.2,13.8,2,,,5,,0,,0,,,27,13,14,27,11,594,81,132,13.4,4.9,9.6,4.2
2013,NCAA-I,0.6,1.31,Thea,Imbrogno,F,Robert Morris,35,12,22,34,12.8,20.4,10,,,8,,0,,0,,,27,16,29,44,16.7,630,100,162,16.1,6.2,17.9,6.6
2001,NCAA-I,0.6,1.01,Kalen,Ingram,LW,Harvard,31,14,34,48,18.2,28.8,,,,5,,0,,0,,,27,14,34,48,18.3,421,107,163,21.2,8.9,26.8,9.3
2002,NCAA-I,0.6,1.01,Kalen,Ingram,LW,Harvard,24,11,10,21,8.7,12.6,,,,2,,2,,0,,,27,11,10,21,8.8,612,220,340,26.4,10.2,-5.4,-1.5
2001,NCAA-I,0.6,1.01,Kim,Insalaco,F,Brown,29,14,26,40,14.6,24,,,,3,,0,,2,,,27,14,26,40,14.7,630,141,241,19.8,7.4,20.2,7.3
2002,NCAA-I,0.6,1.01,Kim,Insalaco,F,Brown,32,9,23,32,11.6,19.2,,,,0,,0,,1,,,27,9,23,32,11.7,576,110,178,18.1,7.1,13.9,4.5
2001,NCAA-I,0.6,1.01,Callie,Iosue,F,Rit,22,4,7,11,4.7,6.6,,,,0,,0,,0,,,27,4,7,11,4.7,429,174,229,25.4,11,-14.4,-6.4
2002,NCAA-I,0.6,1.01,Callie,Iosue,F,Rit,2,1,1,2,0.8,1.2,,,,0,,0,,0,,,27,1,1,2,0.9,475,124,179,1.5,0.6,0.5,0.2
2006,NCAA-I,0.6,1.13,Shireen,Irani,F,Rit,18,2,5,7,2.6,4.2,,,,0,,0,,0,,,27,2,6,8,3,459,127,195,15.4,6.1,-8.4,-3.5
2007,NCAA-I,0.6,1.2,Shireen,Irani,F,Rit,25,2,6,8,3,4.8,22,,,0,,1,,0,,,27,2,7,10,3.6,462,97,146,16.1,6.5,-8.1,-3.5
2008,NCAA-I,0.6,1.15,Shireen,Irani,F,Rit,26,0,11,11,3.3,6.6,10,,,0,,0,,0,,,27,0,13,13,3.8,464,125,209,23,8.9,-12,-5.6
2009,NCAA-I,0.6,1.24,Shireen,Irani,D,Rit,27,3,9,12,4.3,7.2,22,,,1,,1,,1,,,27,4,11,15,5.3,477,129,209,13,5,-1,-0.8
2001,NCAA-I,0.6,1.01,C.J.,Ireland,F,Mercyhurst,33,6,15,21,8.7,12.6,,,,2,,0,,1,,,27,6,15,21,8.8,589,102,134,15.3,6.8,5.7,1.9
2002,NCAA-I,0.6,1.01,C.J.,Ireland,F,Mercyhurst,34,11,12,23,9.8,13.8,,,,3,,1,,1,,,27,11,12,23,10,612,102,141,15.5,6.4,7.5,3.4
2002,NCAA-I,0.6,1.01,Becky,Irvine,F,Colgate,31,8,3,11,5.3,6.6,,,,2,,1,,1,,,27,8,3,11,5.3,592,70,84,9.5,4.1,1.5,1.1
2003,NCAA-I,0.6,1.13,Becky,Irvine,F,Colgate,36,16,14,30,12.6,18,,,,5,,0,,1,,,27,18,16,34,14.2,620,84,128,13.5,5,16.5,7.6
2004,NCAA-I,0.6,1.09,Becky,Irvine,F,Colgate,35,14,25,39,14.6,23.4,,,,5,,1,,0,,,27,15,27,43,15.9,595,82,135,13.4,5.1,25.7,9.5
2005,NCAA-I,0.6,1.19,Becky,Irvine,F,Colgate,31,10,17,27,10.5,16.2,,,,1,,1,,0,,,27,12,20,32,12.5,526,79,121,13,5.2,14,5.4
2006,NCAA-I,0.6,1.13,Casey,Irving,D,Bemidji State,1,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,648,66,85,0.2,0.1,-0.2,-0.1
2007,NCAA-I,0.6,1.2,Casey,Irving,D,Bemidji State,2,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,648,38,54,0.2,0.1,-0.2,-0.1
2007,NCAA-I,0.6,1.2,Haley,Irwin,F,Minnesota Duluth,37,23,37,60,23,36,62,,,3,,3,,0,,,27,28,45,72,27.7,655,166,266,26.7,10.3,33.3,12.8
2008,NCAA-I,0.6,1.15,Haley,Irwin,F,Minnesota Duluth,39,22,22,44,17.7,26.4,96,,,8,,0,,0,,,27,25,25,51,20.3,698,150,247,25.1,9.1,18.9,8.6
2010,NCAA-I,0.6,1.21,Haley,Irwin,F,Minnesota Duluth,24,18,30,48,18.5,28.8,52,,,5,,2,,1,,,27,22,36,58,22.4,559,132,208,15.7,6.1,32.3,12.4
2011,NCAA-I,0.6,1.12,Haley,Irwin,F,Minnesota Duluth,34,16,38,54,20,32.4,58,,,4,,0,,0,,,27,18,43,61,22.5,638,121,191,17.4,7.1,36.6,12.9
2001,NCAA-I,0.6,1.01,Lee Anne,Irwin,D,Maine,32,2,4,6,2.4,3.6,,,,0,,0,,0,,,27,2,4,6,2.5,583,117,162,10.6,4.5,-4.6,-2
2016,NCAA-I,0.6,1.3,Sam,Isbell,F,Mercyhurst,35,8,9,17,6.6,10.2,12,,,0,,0,,1,,,27,10,12,22,8.5,630,92,162,16.7,5.9,0.3,0.6
2001,NCAA-I,0.6,1.01,Cory,Ivanca,F,Rensselaer,1,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,483,128,177,0.8,0.3,-0.8,-0.3
2016,NCAA-I,0.6,1.3,Kirsten,Iwanski,D,Rensselaer,35,1,4,5,1.8,3,12,,,0,,0,,0,,,27,1,5,7,2.3,637,62,98,6,2.4,-1,-0.6
2010,NCAA-I,0.6,1.21,Noora,Jaakkola,D,Minnesota Duluth,34,0,5,5,1.6,3,10,,,0,,0,,0,,,27,0,6,6,1.9,559,132,208,14.5,5.7,-9.5,-4.1
2011,NCAA-I,0.6,1.12,Noora,Jaakkola,D,Minnesota Duluth,31,0,3,3,1,1.8,12,,,0,,0,,0,,,27,0,3,3,1.1,638,121,191,10.5,4.1,-7.5,-3.2
2002,NCAA-I,0.6,1.01,Colleen,Jackson,D,Sacred Heart,3,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,486,82,107,0.8,0.3,-0.8,-0.3
2003,NCAA-I,0.6,1.13,Colleen,Jackson,D,Sacred Heart,22,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,420,36,42,2.9,1.3,-2.9,-1.3
2002,NCAA-I,0.6,1.01,Heather,Jackson,F,Princeton,31,5,7,12,4.8,7.2,,,,0,,1,,0,,,27,5,7,12,4.9,516,103,155,18.9,7.5,-6.9,-2.7
2003,NCAA-I,0.6,1.13,Heather,Jackson,F,Princeton,31,12,18,30,12.1,18,,,,0,,3,,0,,,27,14,20,34,13.7,548,107,157,16.8,6.8,13.2,5.3
2004,NCAA-I,0.6,1.09,Heather,Jackson,F,Princeton,31,6,17,23,8.8,13.8,,,,2,,0,,1,,,27,7,19,25,9.6,524,84,124,14,5.9,9,2.9
2005,NCAA-I,0.6,1.19,Heather,Jackson,F,Princeton,33,7,17,24,9.3,14.4,,,,2,,0,,0,,,27,8,20,29,11,594,104,153,16.4,6.8,7.6,2.4
2016,NCAA-I,0.6,1.3,Jordan,Jackson,D,Minnesota State,23,1,2,3,1.1,1.8,12,,,0,,0,,0,,,27,1,3,4,1.5,666,45,70,2.7,1,0.3,0.1
2003,NCAA-I,0.6,1.13,Justine,Jackson,F,Mercyhurst,14,1,1,2,0.8,1.2,,,,0,,0,,0,,,27,1,1,2,0.9,647,109,162,7.1,2.9,-5.1,-2
2004,NCAA-I,0.6,1.09,Justine,Jackson,F,Mercyhurst,34,1,8,9,3.1,5.4,,,,0,,0,,0,,,27,1,9,10,3.4,656,137,208,22,8.9,-13,-5.8
2013,NCAA-I,0.6,1.31,Corie,Jacobson,D,Clarkson,16,2,3,5,1.8,3,0,,,0,,0,,0,,,27,3,4,7,2.4,653,150,272,7,2.5,-2,-0.7
2014,NCAA-I,0.6,1.3,Corie,Jacobson,D,Clarkson,38,2,2,4,1.6,2.4,6,,,0,,0,,0,,,27,3,3,5,2.1,581,109,180,13.3,5,-9.3,-3.4
2015,NCAA-I,0.6,1.28,Corie,Jacobson,D,Clarkson,40,1,5,6,2,3.6,8,,,0,,0,,0,,,27,1,6,8,2.6,718,140,227,14.2,5.5,-8.2,-3.4
2016,NCAA-I,0.6,1.3,Corie,Jacobson,D,Clarkson,39,7,7,14,5.6,8.4,24,,,0,,0,,0,,,27,9,9,18,7.3,696,139,231,14.1,5.2,-0.1,0.4
2005,NCAA-I,0.6,1.19,Jaime,Jacquard-Sowa,F,Rensselaer,26,7,6,13,6,7.8,,,,1,,0,,0,,,27,8,7,15,7.1,447,84,101,12.7,5.7,0.3,0.3
2006,NCAA-I,0.6,1.13,Jaime,Jacquard-Sowa,F,Rensselaer,34,2,3,5,2.2,3,,,,0,,0,,0,,,27,2,3,6,2.5,625,91,117,14,6.1,-9,-4
2007,NCAA-I,0.6,1.2,Jaime,Jacquard-Sowa,F,Rensselaer,31,0,1,1,0.4,0.6,10,,,0,,0,,0,,,27,0,1,1,0.4,551,67,93,11.4,4.8,-10.4,-4.4
2008,NCAA-I,0.6,1.15,Jaime,Jacquard-Sowa,F,Rensselaer,37,0,1,1,0.3,0.6,10,,,0,,0,,0,,,27,0,1,1,0.4,660,86,139,16,6.1,-15,-5.8
2002,NCAA-I,0.6,1.01,Lisa,Jacque,F,Yale,30,7,12,19,7.1,11.4,,,,0,,0,,0,,,27,7,12,19,7.2,488,72,120,13.6,5.1,5.4,2
2003,NCAA-I,0.6,1.13,Lisa,Jacque,F,Yale,30,1,5,6,2.4,3.6,,,,0,,0,,0,,,27,1,6,7,2.7,494,73,98,12.8,5.6,-6.8,-3.2
2004,NCAA-I,0.6,1.09,Lisa,Jacque,F,Yale,32,0,4,4,1.3,2.4,,,,0,,0,,0,,,27,0,4,4,1.4,461,81,129,18.4,7.3,-14.4,-6
2005,NCAA-I,0.6,1.19,Lisa,Jacque,F,Yale,31,4,3,7,3,4.2,,,,1,,0,,0,,,27,5,4,8,3.6,502,80,115,14.8,6,-7.8,-3
2015,NCAA-I,0.6,1.28,Chelsea,Jacques,D,Colgate,34,0,3,3,1,1.8,10,,,0,,0,,0,,,27,0,4,4,1.3,674,109,159,9.4,3.9,-6.4,-2.8
2016,NCAA-I,0.6,1.3,Chelsea,Jacques,D,Colgate,36,0,2,2,0.6,1.2,4,,,0,,0,,0,,,27,0,3,3,0.8,630,105,170,11,4.2,-9,-3.6
2016,NCAA-I,0.6,1.3,Jessica,Jacques,F,Maine,32,2,0,2,1,1.2,4,,,0,,0,,0,,,27,3,0,3,1.3,574,66,97,11.4,4.5,-9.4,-3.5
2006,NCAA-I,0.6,1.13,Kailee,Jaeger,F,Bemidji State,4,1,0,1,0.5,0.6,,,,0,,0,,0,,,27,1,0,1,0.6,648,66,85,1.1,0.5,-0.1,0
